month,year,temp
2,1990,47.9696
3,1990,48.5168
4,1990,48.3512
5,1990,60.8594
6,1990,60.2888
7,1990,67.2944
8,1990,69.9602
9,1990,58.7624
10,1990,55.8968
11,1990,44.6414
12,1990,38.408
1,1991,39.1064
2,1991,33.6938
3,1991,49.4366
4,1991,48.9056
5,1991,53.1338
6,1991,57.9632
7,1991,66.8876
8,1991,68.414
9,1991,63.2228
10,1991,51.1574
11,1991,43.2842
12,1991,37.7708
1,1992,37.0202
2,1992,40.9028
3,1992,46.634
4,1992,49.0928
5,1992,60.3572
6,1992,62.2292
7,1992,67.19
8,1992,67.5572
9,1992,59.0702
10,1992,47.8166
11,1992,47.471
12,1992,39.4592
1,1993,43.3904
2,1993,36.95
3,1993,44.9474
4,1993,52.6694
5,1993,58.5446
6,1993,63.5378
7,1993,63.5828
8,1993,63.509
9,1993,57.5852
10,1993,49.2134
11,1993,37.8716
12,1993,43.34
1,1994,42.179
2,1994,40.2404
3,1994,48.7112
4,1994,48.5006
5,1994,57.1568
6,1994,62.807
7,1994,71.3984
8,1994,66.3836
9,1994,58.1378
10,1994,52.1078
11,1994,51.5462
12,1994,43.2194
1,1995,40.6652
2,1995,46.2614
3,1995,43.8134
4,1995,49.1162
5,1995,57.4268
6,1995,60.9494
7,1995,70.7144
8,1995,69.791
9,1995,58.0802
10,1995,57.6878
11,1995,45.2192
12,1995,36.8384
1,1996,38.0372
2,1996,36.3272
3,1996,42.5444
4,1996,50.5292
5,1996,53.258
6,1996,63.851
7,1996,65.3432
8,1996,65.1308
9,1996,56.84
10,1996,52.52
11,1996,43.6064
12,1996,35.1428
1,1997,32.2016
2,1997,44.5514
3,1997,49.1936
4,1997,49.2116
5,1997,57.5834
6,1997,62.0384
7,1997,65.363
8,1997,72.1346
9,1997,61.4552
10,1997,51.8414
11,1997,46.7996
12,1997,42.053
1,1998,40.4546
2,1998,42.2762
3,1998,47.3216
4,1998,49.0406
5,1998,60.6902
6,1998,63.194
7,1998,63.806
8,1998,66.3026
9,1998,60.6236
10,1998,51.926
11,1998,40.352
12,1998,41.0162
1,1999,42.9638
2,1999,40.2296
3,1999,47.2514
4,1999,51.1322
5,1999,60.4076
6,1999,61.7828
7,1999,69.0116
8,1999,66.7076
9,1999,64.0868
10,1999,52.1726
11,1999,42.8216
12,1999,40.9874
1,2000,38.921
2,2000,43.8566
3,2000,46.1696
4,2000,50.1206
5,2000,59.8118
6,2000,63.7988
7,2000,62.5172
8,2000,67.1216
9,2000,61.7864
10,2000,53.0168
11,2000,46.4486
12,2000,44.0078
1,2001,40.1198
2,2001,41.8046
3,2001,47.0624
4,2001,48.1244
5,2001,59.864
6,2001,62.3048
7,2001,67.0208
8,2001,67.8578
9,2001,57.0092
10,2001,58.1576
11,2001,43.3886
12,2001,36.905
1,2002,40.6472
2,2002,45.995
3,2002,47.5448
4,2002,51.242
5,2002,56.561
6,2002,64.2578
7,2002,65.1938
8,2002,65.7662
9,2002,59.2214
10,2002,52.9052
11,2002,48.0128
12,2002,43.0736
1,2003,36.6746
2,2003,37.904
3,2003,49.3448
4,2003,51.9566
5,2003,58.0568
6,2003,68.4194
7,2003,68.9126
8,2003,73.2056
9,2003,61.0232
10,2003,48.3818
11,2003,47.0444
12,2003,40.3214
1,2004,40.0154
2,2004,41.3762
3,2004,44.3912
4,2004,51.0134
5,2004,56.0264
6,2004,63.6854
7,2004,65.5358
8,2004,67.3448
9,2004,62.726
10,2004,53.9006
11,2004,45.3452
12,2004,37.5584
1,2005,41.0954
2,2005,37.1912
3,2005,45.347
4,2005,51.5912
5,2005,57.434
6,2005,65.8688
7,2005,67.2476
8,2005,64.8788
9,2005,63.1022
10,2005,58.6706
11,2005,43.0376
12,2005,38.0786
1,2006,36.3344
2,2006,37.4792
3,2006,42.2024
4,2006,50.135
5,2006,58.0712
6,2006,65.0948
7,2006,73.8752
8,2006,62.7638
9,2006,65.6384
10,2006,57.8624
11,2006,47.9444
12,2006,41.2304
1,2007,45.1436
2,2007,45.6296
3,2007,45.7916
4,2007,57.7328
5,2007,59.0504
6,2007,63.8222
7,2007,64.247
8,2007,63.6314
9,2007,58.5212
10,2007,51.4994
11,2007,44.0366
12,2007,38.7122
1,2008,43.1456
2,2008,43.0664
3,2008,44.7656
4,2008,49.0784
5,2008,61.6028
6,2008,62.9366
7,2008,66.2738
8,2008,65.282
9,2008,57.6734
10,2008,51.0602
11,2008,45.5216
12,2008,37.2038
1,2009,33.7658
2,2009,39.0236
3,2009,44.9546
4,2009,53.7764
5,2009,58.5644
6,2009,62.8448
7,2009,66.8372
8,2009,68.9162
9,2009,61.4534
10,2009,53.1032
11,2009,49.8884
12,2009,38.4962
1,2010,32.9432
2,2010,38.5178
3,2010,44.9996
4,2010,51.476
5,2010,54.5954
6,2010,64.4306
7,2010,69.6362
8,2010,64.7042
9,2010,59.2286
10,2010,51.854
11,2010,44.1392
12,2010,32.3276
1,2011,39.8894
2,2011,42.9404
3,2011,47.6024
4,2011,57.1262
5,2011,60.0332
6,2011,63.5342
7,2011,63.0176
8,2011,65.534
9,2011,63.2642
10,2011,54.689
11,2011,48.0866
12,2011,44.519
1,2012,42.5606
2,2012,34.5596
3,2012,49.4978
4,2012,47.8058
5,2012,58.748
6,2012,60.2906
7,2012,64.7474
8,2012,68.1854
9,2012,59.6282
10,2012,52.9034
11,2012,45.356
12,2012,42.0674
1,2013,37.4792
2,2013,36.4208
3,2013,40.226
4,2013,49.2062
5,2013,53.0654
6,2013,61.412
7,2013,70.1348
8,2013,66.623
